strategy,scenario,regime,size,run,seed,target_disorder,actual_disorder,operation_count,duration_seconds,valid,timed_out,returncode,bench_strategy,bench_complexity,error
adaptive,low,low,16,1,30000043,0.1,0.1,52,0.0019438179988355841,True,False,0,adaptive,n^2,
adaptive,low,low,16,2,30000044,0.1,0.1,67,0.0019909349975932855,True,False,0,adaptive,n^2,
adaptive,low,low,16,3,30000045,0.1,0.1,67,0.0019758390008064453,True,False,0,adaptive,n^2,
adaptive,low,low,16,4,30000046,0.1,0.1,66,0.0019396459974814206,True,False,0,adaptive,n^2,
adaptive,low,low,16,5,30000047,0.1,0.1,66,0.001904855998873245,True,False,0,adaptive,n^2,
adaptive,low,low,16,6,30000048,0.1,0.1,64,0.001937986999109853,True,False,0,adaptive,n^2,
adaptive,low,low,16,7,30000049,0.1,0.1,61,0.0019867369992425665,True,False,0,adaptive,n^2,
adaptive,low,low,32,1,30010043,0.1,0.10080645161290322,108,0.00202462300148909,True,False,0,adaptive,n^2,
adaptive,low,low,32,2,30010044,0.1,0.10080645161290322,198,0.0022496159981528763,True,False,0,adaptive,n^2,
adaptive,low,low,32,3,30010045,0.1,0.10080645161290322,170,0.002190477000112878,True,False,0,adaptive,n^2,
adaptive,low,low,32,4,30010046,0.1,0.10080645161290322,142,0.002101297999615781,True,False,0,adaptive,n^2,
adaptive,low,low,32,5,30010047,0.1,0.10080645161290322,177,0.002227201999630779,True,False,0,adaptive,n^2,
adaptive,low,low,32,6,30010048,0.1,0.10080645161290322,136,0.00216661200101953,True,False,0,adaptive,n^2,
adaptive,low,low,32,7,30010049,0.1,0.10080645161290322,201,0.0022160189982969314,True,False,0,adaptive,n^2,
adaptive,low,low,64,1,30020043,0.1,0.1001984126984127,485,0.002876546001061797,True,False,0,adaptive,n^2,
adaptive,low,low,64,2,30020044,0.1,0.1001984126984127,557,0.002983888000017032,True,False,0,adaptive,n^2,
adaptive,low,low,64,3,30020045,0.1,0.1001984126984127,619,0.003106591997493524,True,False,0,adaptive,n^2,
adaptive,low,low,64,4,30020046,0.1,0.1001984126984127,446,0.0028052799971192144,True,False,0,adaptive,n^2,
adaptive,low,low,64,5,30020047,0.1,0.1001984126984127,620,0.0031446319990209304,True,False,0,adaptive,n^2,
adaptive,low,low,64,6,30020048,0.1,0.1001984126984127,341,0.00260952200187603,True,False,0,adaptive,n^2,
adaptive,low,low,64,7,30020049,0.1,0.1001984126984127,496,0.002925469001638703,True,False,0,adaptive,n^2,
adaptive,low,low,128,1,30030043,0.1,0.1000246062992126,937,0.003990522000094643,True,False,0,adaptive,n^2,
adaptive,low,low,128,2,30030044,0.1,0.1000246062992126,1462,0.005001190002076328,True,False,0,adaptive,n^2,
adaptive,low,low,128,3,30030045,0.1,0.1000246062992126,1558,0.005132022000907455,True,False,0,adaptive,n^2,
adaptive,low,low,128,4,30030046,0.1,0.1000246062992126,1196,0.004473760000109905,True,False,0,adaptive,n^2,
adaptive,low,low,128,5,30030047,0.1,0.1000246062992126,2481,0.006870329998491798,True,False,0,adaptive,n^2,
adaptive,low,low,128,6,30030048,0.1,0.1000246062992126,1563,0.005196262998651946,True,False,0,adaptive,n^2,
adaptive,low,low,128,7,30030049,0.1,0.1000246062992126,1330,0.004786849000083748,True,False,0,adaptive,n^2,
adaptive,low,low,256,1,30040043,0.1,0.1,4792,0.01222801900075865,True,False,0,adaptive,n^2,
adaptive,low,low,256,2,30040044,0.1,0.1,5400,0.013321692000317853,True,False,0,adaptive,n^2,
adaptive,low,low,256,3,30040045,0.1,0.1,3711,0.01024810300077661,True,False,0,adaptive,n^2,
adaptive,low,low,256,4,30040046,0.1,0.1,4294,0.011217292998480843,True,False,0,adaptive,n^2,
adaptive,low,low,256,5,30040047,0.1,0.1,5266,0.013258702001621714,True,False,0,adaptive,n^2,
adaptive,low,low,256,6,30040048,0.1,0.1,4784,0.012265961999219144,True,False,0,adaptive,n^2,
adaptive,low,low,256,7,30040049,0.1,0.1,5749,0.014623901999584632,True,False,0,adaptive,n^2,
adaptive,medium,medium,16,1,31000043,0.35,0.35,65,0.002308074999746168,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,16,2,31000044,0.35,0.35,64,0.0022049979997973423,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,16,3,31000045,0.35,0.35,52,0.00215719799962244,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,16,4,31000046,0.35,0.35,51,0.0021545849995163735,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,16,5,31000047,0.35,0.35,71,0.0021662110011675395,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,16,6,31000048,0.35,0.35,57,0.002032355001574615,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,16,7,31000049,0.35,0.35,59,0.0020462089996726718,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,32,1,31010043,0.35,0.35080645161290325,139,0.0021492069972737227,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,32,2,31010044,0.35,0.35080645161290325,124,0.002155664999008877,True,False,0,adaptive,n*sqrt(n),
